balance_filter,script_type_filter,spend_activity_filter,pubkey_count,utxo_count,supply_sats,exposed_pubkey_count,exposed_utxo_count,exposed_supply_sats,estimated_migration_blocks
all,All,active,2669694,42401169,339282852198678,2674877,42401169,339282852198678,6828.46
all,All,all,58786842,165199822,2002487302824533,16062636,102343358,691462233598872,20342.47
all,All,inactive,7935204,50865648,165468773085473,7938651,50865648,165468773085473,11466.90
all,All,never_spent,48181944,71933005,1497735677540382,5449108,9076541,186710608314721,2047.11
all,Other,active,293,514,2038500,293,514,2038500,0.21
all,Other,all,2470384,2694267,268838519451,2409103,2435332,6043901183,1041.14
all,Other,inactive,2207,4204,465744293,2208,4204,465744293,1.71
all,Other,never_spent,2467884,2689549,268370736658,2406602,2430614,5576118390,1039.22
all,P2PK,active,3,19,140000,3,19,140000,0.01
all,P2PK,all,37660,44631,171591953353194,37674,44630,171591953353194,16.81
all,P2PK,inactive,330,6939,23708222160,339,6939,23708222160,2.53
all,P2PK,never_spent,37327,37673,171568244991034,37332,37672,171568244991034,14.27
all,P2PKH,active,290907,3453036,38841867919478,291044,3453036,38841867919478,1335.59
all,P2PKH,all,21416237,44676925,463949195951693,4073707,17699435,117936967240627,6960.11
all,P2PKH,inactive,3709724,14069293,79029868323153,3709795,14069293,79029868323153,5555.44
all,P2PKH,never_spent,17415606,27154596,346077459709062,72868,177106,65230997996,69.08
all,P2SH,active,208190,1839453,68350173343356,211036,1839453,68350173343356,765.08
all,P2SH,all,6267283,12201926,395299109846911,1156835,5697094,126600549817602,2422.72
all,P2SH,inactive,943303,3857641,58250376474246,945799,3857641,58250376474246,1657.64
all,P2SH,never_spent,5115790,6504832,268698560029309,0,0,0,0.00
all,P2TR,active,733077,25218490,5401850733681,733077,25218490,5401850733681,3134.87
all,P2TR,all,4849703,54415152,20998292819597,4849703,54415152,20998292819597,6911.32
all,P2TR,inactive,1155376,22773069,556670826058,1155376,22773069,556670826058,2853.09
all,P2TR,never_spent,2961250,6423593,15039771259858,2961250,6423593,15039771259858,923.36
all,P2WPKH,active,1390259,11616257,163860511129644,1390354,11616257,163860511129644,1537.81
all,P2WPKH,all,22572685,48376483,815579498595343,3479198,21661014,188201781535178,2907.44
all,P2WPKH,inactive,2083540,10037201,24309485458091,2083591,10037201,24309485458091,1368.45
all,P2WPKH,never_spent,19098886,26723025,627409502007608,5253,7556,31784947443,1.18
all,P2WSH,active,46965,273400,62828446894019,49320,273400,62828446894019,54.88
all,P2WSH,all,1172890,2790438,134800413738344,91000,390701,66126644931491,82.93
all,P2WSH,inactive,40724,117301,3298198037472,41680,117301,3298198037472,28.05
all,P2WSH,never_spent,1085201,2399737,68673768806853,0,0,0,0.00
ge1,All,active,40683,4896293,334524177448314,45866,4896293,334524177448314,1344.36
ge1,All,all,975314,10999100,1862317317338159,158953,7571352,675963968901571,2110.32
ge1,All,inactive,64454,2373241,156479303087370,67901,2373241,156479303087370,700.12
ge1,All,never_spent,870177,3729566,1371313836802475,45186,301818,184960488365887,65.85
ge1,Other,all,5,197327,263358515290,9,10,598014231,0.00
ge1,Other,inactive,1,6,202304590,2,6,202304590,0.00
ge1,Other,never_spent,4,197321,263156210700,7,4,395709641,0.00
ge1,P2PK,all,34295,34390,171577432215362,34309,34389,171577432215362,12.95
ge1,P2PK,inactive,9,9,23264000000,18,9,23264000000,0.00
ge1,P2PK,never_spent,34286,34381,171554168215362,34291,34380,171554168215362,12.94
ge1,P2PKH,active,5911,2291595,38138308904336,6048,2291595,38138308904336,877.95
ge1,P2PKH,all,229285,4837157,432735675223665,71336,3599401,112494531474047,1380.24
ge1,P2PKH,inactive,30986,1232750,74299032955216,31057,1232750,74299032955216,473.54
ge1,P2PKH,never_spent,192388,1312812,320298333364113,34231,75056,57189614495,28.75
ge1,P2SH,active,6084,522720,67864271287159,8930,522720,67864271287159,202.96
