snapshot,balance_filter,script_type_filter,spend_activity_filter,pubkey_count,utxo_count,supply_sats,exposed_pubkey_count,exposed_utxo_count,exposed_supply_sats,estimated_migration_blocks
40000,ge10,P2PK,all,35195,35196,177605710000000,35194,35195,177605710000000,3.91
40000,ge10,P2PK,inactive,6,6,18089000000,6,6,18089000000,0.00
40000,ge10,P2PK,never_spent,35176,35177,177535077000000,35175,35176,177535077000000,3.90
40000,ge10,P2PKH,active,8,13,2939936000000,8,13,2939936000000,0.00
40000,ge10,P2PKH,all,39,140,22391186000000,8,13,2939936000000,0.03
40000,ge10,P2PKH,never_spent,31,127,19451250000000,0,0,0,0.02
40000,ge100,All,active,5,10,2930436000000,5,10,2930436000000,0.00
40000,ge100,All,all,47,147,24139459000000,26,31,4719060000000,0.03
40000,ge100,All,never_spent,42,137,21209023000000,21,21,1788624000000,0.02
40000,ge100,P2PK,all,21,21,1788624000000,21,21,1788624000000,0.00
40000,ge100,P2PK,never_spent,21,21,1788624000000,21,21,1788624000000,0.00
40000,ge100,P2PKH,active,5,10,2930436000000,5,10,2930436000000,0.00
40000,ge100,P2PKH,all,26,126,22350835000000,5,10,2930436000000,0.02
40000,ge100,P2PKH,never_spent,21,116,19420399000000,0,0,0,0.02
40000,ge1000,All,active,4,9,2860436000000,4,9,2860436000000,0.00
40000,ge1000,All,all,17,108,23184672000000,6,11,4085456000000,0.02
40000,ge1000,All,never_spent,13,99,20324236000000,2,2,1225020000000,0.02
40000,ge1000,P2PK,all,2,2,1225020000000,2,2,1225020000000,0.00
40000,ge1000,P2PK,never_spent,2,2,1225020000000,2,2,1225020000000,0.00
40000,ge1000,P2PKH,active,4,9,2860436000000,4,9,2860436000000,0.00
40000,ge1000,P2PKH,all,15,106,21959652000000,4,9,2860436000000,0.02
40000,ge1000,P2PKH,never_spent,11,97,19099216000000,0,0,0,0.02
60000,all,All,active,91,1735,25307534000000,91,1735,25307534000000,0.33
60000,all,All,all,45081,47003,300000000000000,44878,46524,255944710000000,5.40
60000,all,All,inactive,13,13,32573000000,13,13,32573000000,0.00
60000,all,All,never_spent,44977,45255,274659893000000,44774,44776,230604603000000,5.06
60000,all,P2PK,active,11,11,39043000000,11,11,39043000000,0.00
60000,all,P2PK,all,44797,44799,230671218000000,44796,44798,230671218000000,4.97
60000,all,P2PK,inactive,11,11,27572000000,11,11,27572000000,0.00
60000,all,P2PK,never_spent,44775,44777,230604603000000,44774,44776,230604603000000,4.97
60000,all,P2PKH,active,80,1724,25268491000000,80,1724,25268491000000,0.33
60000,all,P2PKH,all,284,2204,69328782000000,82,1726,25273492000000,0.42
60000,all,P2PKH,inactive,2,2,5001000000,2,2,5001000000,0.00
60000,all,P2PKH,never_spent,202,478,44055290000000,0,0,0,0.09
60000,ge1,All,active,84,1723,25307473000000,84,1723,25307473000000,0.33
60000,ge1,All,all,45041,46957,299999285000000,44848,46489,255944322000000,5.39
60000,ge1,All,inactive,12,12,32572000000,12,12,32572000000,0.00
60000,ge1,All,never_spent,44945,45222,274659240000000,44752,44754,230604277000000,5.06
60000,ge1,P2PK,active,11,11,39043000000,11,11,39043000000,0.00
60000,ge1,P2PK,all,44775,44777,230670892000000,44774,44776,230670892000000,4.97
60000,ge1,P2PK,inactive,11,11,27572000000,11,11,27572000000,0.00
60000,ge1,P2PK,never_spent,44753,44755,230604277000000,44752,44754,230604277000000,4.97
60000,ge1,P2PKH,active,73,1712,25268430000000,73,1712,25268430000000,0.33
60000,ge1,P2PKH,all,266,2180,69328393000000,74,1713,25273430000000,0.42
60000,ge1,P2PKH,inactive,1,1,5000000000,1,1,5000000000,0.00
60000,ge1,P2PKH,never_spent,192,467,44054963000000,0,0,0,0.09
60000,ge10,All,active,76,1710,25304719000000,76,1710,25304719000000,0.33
60000,ge10,All,all,44987,46894,299980534000000,44821,46457,255934628000000,5.38
60000,ge10,All,inactive,10,10,32328000000,10,10,32328000000,0.00
60000,ge10,All,never_spent,44901,45174,274643487000000,44735,44737,230597581000000,5.05
60000,ge10,P2PK,active,9,9,37969000000,9,9,37969000000,0.00
60000,ge10,P2PK,all,44754,44756,230662878000000,44753,44755,230662878000000,4.97
60000,ge10,P2PK,inactive,9,9,27328000000,9,9,27328000000,0.00
60000,ge10,P2PK,never_spent,44736,44738,230597581000000,44735,44737,230597581000000,4.97
60000,ge10,P2PKH,active,67,1701,25266750000000,67,1701,25266750000000,0.33
60000,ge10,P2PKH,all,233,2138,69317656000000,68,1702,25271750000000,0.41
60000,ge10,P2PKH,inactive,1,1,5000000000,1,1,5000000000,0.00
60000,ge10,P2PKH,never_spent,165,436,44045906000000,0,0,0,0.08
60000,ge100,All,active,59,1678,25229010000000,59,1678,25229010000000,0.32
60000,ge100,All,all,223,2113,76311667000000,105,1725,32440617000000,0.40
60000,ge100,All,never_spent,164,435,51082657000000,46,47,7211607000000,0.08
60000,ge100,P2PK,all,46,47,7211607000000,46,47,7211607000000,0.01
60000,ge100,P2PK,never_spent,46,47,7211607000000,46,47,7211607000000,0.01
60000,ge100,P2PKH,active,59,1678,25229010000000,59,1678,25229010000000,0.32
60000,ge100,P2PKH,all,177,2066,69100060000000,59,1678,25229010000000,0.40
60000,ge100,P2PKH,never_spent,118,388,43871050000000,0,0,0,0.07
60000,ge1000,All,active,39,1626,24337142000000,39,1626,24337142000000,0.31
60000,ge1000,All,all,81,1911,71347528000000,47,1634,30472189000000,0.37
60000,ge1000,All,never_spent,42,285,47010386000000,8,8,6135047000000,0.05
60000,ge1000,P2PK,all,8,8,6135047000000,8,8,6135047000000,0.00
60000,ge1000,P2PK,never_spent,8,8,6135047000000,8,8,6135047000000,0.00
60000,ge1000,P2PKH,active,39,1626,24337142000000,39,1626,24337142000000,0.31
60000,ge1000,P2PKH,all,73,1903,65212481000000,39,1626,24337142000000,0.37
60000,ge1000,P2PKH,never_spent,34,277,40875339000000,0,0,0,0.05
70000,all,All,active,286,4887,41750284000000,286,4887,41750284000000,0.94
70000,all,All,all,52898,58489,350000000000000,49272,53875,289107842000000,7.26
70000,all,All,inactive,14,14,36573000000,14,14,36573000000,0.00
70000,all,All,never_spent,52598,53588,308213143000000,48972,48974,247320985000000,6.32
70000,all,P2PK,active,10,10,32743000000,10,10,32743000000,0.00
70000,all,P2PK,all,48995,48997,247385300000000,48994,48996,247385300000000,5.44
70000,all,P2PK,inactive,12,12,31572000000,12,12,31572000000,0.00
70000,all,P2PK,never_spent,48973,48975,247320985000000,48972,48974,247320985000000,5.44
70000,all,P2PKH,active,276,4877,41717541000000,276,4877,41717541000000,0.94
70000,all,P2PKH,all,3903,9492,102614700000000,278,4879,41722542000000,1.82
70000,all,P2PKH,inactive,2,2,5001000000,2,2,5001000000,0.00
70000,all,P2PKH,never_spent,3625,4613,60892158000000,0,0,0,0.89
70000,ge1,All,active,216,4788,41749722000000,216,4788,41749722000000,0.92
70000,ge1,All,all,51582,57019,349990934000000,49145,53719,289106565000000,6.98
70000,ge1,All,inactive,13,13,36572000000,13,13,36572000000,0.00
70000,ge1,All,never_spent,51353,52218,308204640000000,48916,48918,247320271000000,6.06
70000,ge1,P2PK,active,10,10,32743000000,10,10,32743000000,0.00
70000,ge1,P2PK,all,48939,48941,247384586000000,48938,48940,247384586000000,5.43
70000,ge1,P2PK,inactive,12,12,31572000000,12,12,31572000000,0.00
70000,ge1,P2PK,never_spent,48917,48919,247320271000000,48916,48918,247320271000000,5.43
70000,ge1,P2PKH,active,206,4778,41716979000000,206,4778,41716979000000,0.92
70000,ge1,P2PKH,all,2643,8078,102606348000000,207,4779,41721979000000,1.55
70000,ge1,P2PKH,inactive,1,1,5000000000,1,1,5000000000,0.00
70000,ge1,P2PKH,never_spent,2436,3299,60884369000000,0,0,0,0.63
70000,ge10,All,active,163,4700,41729404000000,163,4700,41729404000000,0.90
70000,ge10,All,all,49823,55107,349166870000000,49038,53577,289068316000000,6.62
70000,ge10,All,inactive,11,11,36328000000,11,11,36328000000,0.00
70000,ge10,All,never_spent,49649,50396,307401138000000,48864,48866,247302584000000,5.72
70000,ge10,P2PK,active,7,7,31469000000,7,7,31469000000,0.00
70000,ge10,P2PK,all,48882,48884,247365381000000,48881,48883,247365381000000,5.43
70000,ge10,P2PK,inactive,10,10,31328000000,10,10,31328000000,0.00
70000,ge10,P2PK,never_spent,48865,48867,247302584000000,48864,48866,247302584000000,5.42
70000,ge10,P2PKH,active,156,4693,41697935000000,156,4693,41697935000000,0.90
70000,ge10,P2PKH,all,941,6223,101801489000000,157,4694,41702935000000,1.19
70000,ge10,P2PKH,inactive,1,1,5000000000,1,1,5000000000,0.00
70000,ge10,P2PKH,never_spent,784,1529,60098554000000,0,0,0,0.29
70000,ge100,All,active,105,1000,41514945000000,105,1000,41514945000000,0.19
70000,ge100,All,all,548,2016,103571260000000,228,1124,45196810000000,0.38
70000,ge100,All,never_spent,443,1016,62056315000000,123,124,3681865000000,0.19
70000,ge100,P2PK,all,123,124,3681865000000,123,124,3681865000000,0.01
70000,ge100,P2PK,never_spent,123,124,3681865000000,123,124,3681865000000,0.01
70000,ge100,P2PKH,active,105,1000,41514945000000,105,1000,41514945000000,0.19
70000,ge100,P2PKH,all,425,1892,99889395000000,105,1000,41514945000000,0.36
70000,ge100,P2PKH,never_spent,320,892,58374450000000,0,0,0,0.17
70000,ge1000,All,active,53,845,39824601000000,53,845,39824601000000,0.16
70000,ge1000,All,all,125,1187,92422610000000,57,849,40936242000000,0.23
70000,ge1000,All,never_spent,72,342,52598009000000,4,4,1111641000000,0.07
70000,ge1000,P2PK,all,4,4,1111641000000,4,4,1111641000000,0.00
70000,ge1000,P2PK,never_spent,4,4,1111641000000,4,4,1111641000000,0.00
70000,ge1000,P2PKH,active,53,845,39824601000000,53,845,39824601000000,0.16
70000,ge1000,P2PKH,all,121,1183,91310969000000,53,845,39824601000000,0.23
70000,ge1000,P2PKH,never_spent,68,338,51486368000000,0,0,0,0.06
80000,all,All,active,481,2248,50850604000040,481,2248,50850604000040,0.43
80000,all,All,all,57170,60334,400000000000000,51679,53448,308835632960462,7.44
80000,all,All,inactive,15,15,41073000000,15,15,41073000000,0.00
80000,all,All,never_spent,56674,58071,349108322999960,51183,51185,257943955960422,7.00
80000,all,P2PK,active,10,10,33243000000,10,10,33243000000,0.00
80000,all,P2PK,all,51207,51209,258013270960422,51206,51208,258013270960422,5.68
80000,all,P2PK,inactive,13,13,36072000000,13,13,36072000000,0.00
80000,all,P2PK,never_spent,51184,51186,257943955960422,51183,51185,257943955960422,5.68
80000,all,P2PKH,active,471,2238,50817361000040,471,2238,50817361000040,0.43
80000,all,P2PKH,all,5962,9122,141986726039578,473,2240,50822362000040,1.75
80000,all,P2PKH,inactive,2,2,5001000000,2,2,5001000000,0.00
80000,all,P2PKH,never_spent,5489,6882,91164364039538,0,0,0,1.32
80000,ge1,All,active,341,2034,50848352000040,341,2034,50848352000040,0.39
80000,ge1,All,all,54466,57380,399971162960462,51469,53164,308832498960462,6.87
80000,ge1,All,inactive,14,14,41072000000,14,14,41072000000,0.00
80000,ge1,All,never_spent,54111,55332,349081738960422,51114,51116,257943074960422,6.48
80000,ge1,P2PK,active,10,10,33243000000,10,10,33243000000,0.00
80000,ge1,P2PK,all,51138,51140,258012389960422,51137,51139,258012389960422,5.68
80000,ge1,P2PK,inactive,13,13,36072000000,13,13,36072000000,0.00
80000,ge1,P2PK,never_spent,51115,51117,257943074960422,51114,51116,257943074960422,5.67
80000,ge1,P2PKH,active,331,2024,50815109000040,331,2024,50815109000040,0.39
80000,ge1,P2PKH,all,3328,6240,141958773000040,332,2025,50820109000040,1.20
80000,ge1,P2PKH,inactive,1,1,5000000000,1,1,5000000000,0.00
80000,ge1,P2PKH,never_spent,2996,4215,91138664000000,0,0,0,0.81
80000,ge10,All,active,259,1732,50821063000040,259,1732,50821063000040,0.33
80000,ge10,All,all,52660,55143,399147127960462,51337,52812,308787897960462,6.45
80000,ge10,All,inactive,12,12,40828000000,12,12,40828000000,0.00
80000,ge10,All,never_spent,52389,53399,348285236960422,51066,51068,257926006960422,6.12
80000,ge10,P2PK,active,7,7,31969000000,7,7,31969000000,0.00
80000,ge10,P2PK,all,51085,51087,257993803960422,51084,51086,257993803960422,5.67
80000,ge10,P2PK,inactive,11,11,35828000000,11,11,35828000000,0.00
80000,ge10,P2PK,never_spent,51067,51069,257926006960422,51066,51068,257926006960422,5.67
80000,ge10,P2PKH,active,252,1725,50789094000040,252,1725,50789094000040,0.33
80000,ge10,P2PKH,all,1575,4056,141153324000040,253,1726,50794094000040,0.78
80000,ge10,P2PKH,inactive,1,1,5000000000,1,1,5000000000,0.00
80000,ge10,P2PKH,never_spent,1322,2330,90359230000000,0,0,0,0.45
80000,ge100,All,active,168,1459,50520872000040,168,1459,50520872000040,0.28
80000,ge100,All,all,841,2910,141142477000040,308,1600,53883676000040,0.55
80000,ge100,All,never_spent,673,1451,90621605000000,140,141,3362804000000,0.27
80000,ge100,P2PK,all,140,141,3362804000000,140,141,3362804000000,0.02
80000,ge100,P2PK,never_spent,140,141,3362804000000,140,141,3362804000000,0.02
80000,ge100,P2PKH,active,168,1459,50520872000040,168,1459,50520872000040,0.28
80000,ge100,P2PKH,all,701,2769,137779673000040,168,1459,50520872000040,0.53
80000,ge100,P2PKH,never_spent,533,1310,87258801000000,0,0,0,0.25
80000,ge1000,All,active,72,1024,47461608000040,72,1024,47461608000040,0.20
80000,ge1000,All,all,222,1528,124882942000040,74,1026,48009925000040,0.29
80000,ge1000,All,never_spent,150,504,77421334000000,2,2,548317000000,0.10
80000,ge1000,P2PK,all,2,2,548317000000,2,2,548317000000,0.00
80000,ge1000,P2PK,never_spent,2,2,548317000000,2,2,548317000000,0.00
80000,ge1000,P2PKH,active,72,1024,47461608000040,72,1024,47461608000040,0.20
80000,ge1000,P2PKH,all,220,1526,124334625000040,72,1024,47461608000040,0.29
80000,ge1000,P2PKH,never_spent,148,502,76873017000000,0,0,0,0.10
90000,all,All,active,619,3237,66073175036128,619,3237,66073175036128,0.62
90000,all,All,all,58833,63215,450000000000000,51968,54588,324747243812902,7.98
90000,all,All,inactive,15,15,41073000000,15,15,41073000000,0.00
90000,all,All,never_spent,58199,59963,383885751963872,51334,51336,258632995776774,7.35
90000,all,P2PK,active,12,12,34653000000,12,12,34653000000,0.00
90000,all,P2PK,all,51360,51362,258703720776774,51359,51361,258703720776774,5.70
90000,all,P2PK,inactive,13,13,36072000000,13,13,36072000000,0.00
90000,all,P2PK,never_spent,51335,51337,258632995776774,51334,51336,258632995776774,5.70
90000,all,P2PKH,active,607,3225,66038522036128,607,3225,66038522036128,0.62
90000,all,P2PKH,all,7472,11850,191296276223226,609,3227,66043523036128,2.28
90000,all,P2PKH,inactive,2,2,5001000000,2,2,5001000000,0.00
90000,all,P2PKH,never_spent,6863,8623,125252753187098,0,0,0,1.66
90000,ge1,All,active,418,2917,66069055036128,418,2917,66069055036128,0.56
90000,ge1,All,all,55034,59096,449928814813011,51682,54182,324742138812902,7.19
90000,ge1,All,inactive,14,14,41072000000,14,14,41072000000,0.00
90000,ge1,All,never_spent,54602,56165,383818687776883,51250,51251,258632011776774,6.63
90000,ge1,P2PK,active,11,11,34652000000,11,11,34652000000,0.00
90000,ge1,P2PK,all,51275,51276,258702735776774,51274,51275,258702735776774,5.69
90000,ge1,P2PK,inactive,13,13,36072000000,13,13,36072000000,0.00
90000,ge1,P2PK,never_spent,51251,51252,258632011776774,51250,51251,258632011776774,5.69
90000,ge1,P2PKH,active,407,2906,66034403036128,407,2906,66034403036128,0.56
90000,ge1,P2PKH,all,3759,7820,191226079036237,408,2907,66039403036128,1.50
90000,ge1,P2PKH,inactive,1,1,5000000000,1,1,5000000000,0.00
90000,ge1,P2PKH,never_spent,3351,4913,125186676000109,0,0,0,0.94
90000,ge10,All,active,299,2539,66031525000040,299,2539,66031525000040,0.49
90000,ge10,All,all,53116,56612,449077436776923,51515,53756,324687289776814,6.72
90000,ge10,All,inactive,12,12,40828000000,12,12,40828000000,0.00
90000,ge10,All,never_spent,52805,54061,383005083776883,51204,51205,258614936776774,6.23
90000,ge10,P2PK,active,8,8,33378000000,8,8,33378000000,0.00
90000,ge10,P2PK,all,51224,51225,258684142776774,51223,51224,258684142776774,5.69
90000,ge10,P2PK,inactive,11,11,35828000000,11,11,35828000000,0.00
90000,ge10,P2PK,never_spent,51205,51206,258614936776774,51204,51205,258614936776774,5.68
90000,ge10,P2PKH,active,291,2531,65998147000040,291,2531,65998147000040,0.49
90000,ge10,P2PKH,all,1892,5387,190393294000149,292,2532,66003147000040,1.03
90000,ge10,P2PKH,inactive,1,1,5000000000,1,1,5000000000,0.00
90000,ge10,P2PKH,never_spent,1600,2855,124390147000109,0,0,0,0.55
