balance_filter,script_type_filter,spend_activity_filter,pubkey_count,utxo_count,supply_sats,exposed_pubkey_count,exposed_utxo_count,exposed_supply_sats,estimated_migration_blocks
all,All,active,1860547,10676767,308246647336320,1860734,10496435,307984517823939,4196.69
all,All,all,22772003,50066004,1737492982925071,4339547,19333986,587331751998437,7711.33
all,All,inactive,2210871,8560767,103343690659037,2211401,8560767,103343690659037,3397.43
all,All,never_spent,18700585,30828470,1325902644929714,267412,276784,176003543515461,117.21
all,Other,active,153,180586,262130513471,152,254,1001090,0.10
all,Other,all,227716,416321,265262321343,227720,235989,3132808962,100.63
all,Other,inactive,1317,3138,462583826,1318,3138,462583826,1.26
all,Other,never_spent,226246,232597,2669224046,226250,232597,2669224046,99.27
all,P2PK,active,94,47058,2535188968,96,47058,2535188968,17.09
all,P2PK,all,38673,86410,176002901000516,38692,86409,176002901000516,33.11
all,P2PK,inactive,116,620,23543771058,125,620,23543771058,0.23
all,P2PK,never_spent,38463,38732,175976822040490,38471,38731,175976822040490,15.79
all,P2PKH,active,1230213,7843413,141390867411895,1230214,7843413,141390867411895,3059.39
all,P2PKH,all,18520681,42226323,1051666387825696,3290915,15887838,227030645287816,6233.13
all,P2PKH,inactive,2056362,8039195,85617550068367,2056367,8039195,85617550068367,3171.55
all,P2PKH,never_spent,15234106,26343715,824657970345434,4334,5230,22227807554,2.20
all,P2SH,active,624299,2596077,165772410964206,624479,2596077,165772410964206,1118.45
all,P2SH,all,3884462,7225178,495487048874505,778069,3113878,183471869581000,1342.84
all,P2SH,inactive,153064,517801,17699458616794,153590,517801,17699458616794,224.39
all,P2SH,never_spent,3107099,4111300,312015179293505,0,0,0,0.00
all,P2WPKH,active,5647,7927,254192712320,5647,7927,254192712320,1.26
all,P2WPKH,all,81180,90768,12941811746320,5843,8162,258692532683,1.30
all,P2WPKH,inactive,8,9,2675376992,8,9,2675376992,0.00
all,P2WPKH,never_spent,75525,82832,12684943657008,188,226,1824443371,0.04
all,P2WSH,active,141,1706,564510545460,149,1706,564510545460,0.40
all,P2WSH,all,19291,21004,1129571156691,153,1710,564510787460,0.40
all,P2WSH,inactive,4,4,242000,4,4,242000,0.00
all,P2WSH,never_spent,19146,19294,565060369231,0,0,0,0.00
ge1,All,active,54831,2774041,301321484994169,55018,2593709,301059355481788,1012.53
ge1,All,all,709301,5700529,1664719390867382,123205,3547037,575943900856436,1380.63
ge1,All,inactive,32356,916391,98902588068332,32886,916391,98902588068332,352.31
ge1,All,never_spent,622114,2010097,1264495317804881,35301,36937,175981957306316,15.79
ge1,Other,active,1,180332,262129512381,0,0,0,0.00
ge1,Other,all,5,180342,262727526612,9,10,598014231,0.00
ge1,Other,inactive,1,6,202304590,2,6,202304590,0.00
ge1,Other,never_spent,3,4,395709641,7,4,395709641,0.00
ge1,P2PK,active,1,21607,2134771600,3,21607,2134771600,7.85
ge1,P2PK,all,35279,56962,175987097784611,35298,56961,175987097784611,23.66
ge1,P2PK,inactive,9,9,23264000000,18,9,23264000000,0.04
ge1,P2PK,never_spent,35269,35346,175961699013011,35277,35345,175961699013011,15.77
ge1,P2PKH,active,29837,2053310,138016961828873,29838,2053310,138016961828873,787.77
ge1,P2PKH,all,436972,4451810,1002562328144572,62399,2942938,219441834779040,1131.43
ge1,P2PKH,inactive,30713,888054,81406017588679,30718,888054,81406017588679,341.53
ge1,P2PKH,never_spent,376422,1510446,783139348727020,1843,1574,18855361488,2.13
ge1,P2SH,active,24885,515636,162225893501566,25065,515636,162225893501566,216.52
ge1,P2SH,all,231806,1002376,472169334837399,27222,543955,179696420453715,227.29
ge1,P2SH,inactive,1631,28319,17470526952149,2157,28319,17470526952149,10.77
ge1,P2SH,never_spent,205290,458421,292472914383684,0,0,0,0.00
ge1,P2WPKH,active,89,1800,250197357273,89,1800,250197357273,0.23
ge1,P2WPKH,all,4396,6836,12645040708408,96,1817,253781802363,0.24
ge1,P2WPKH,inactive,2,3,2577222914,2,3,2577222914,0.00
ge1,P2WPKH,never_spent,4305,5033,12392266128221,5,14,1007222176,0.00
ge1,P2WSH,active,18,1356,564168022476,26,1356,564168022476,0.17
ge1,P2WSH,all,843,2203,1092861865780,26,1356,564168022476,0.17
ge1,P2WSH,never_spent,825,847,528693843304,0,0,0,0.00
ge10,All,active,10595,1255970,289161808199335,10671,1075638,288899678686954,421.15
ge10,All,all,148634,2152090,1516379370173282,51800,1404418,556419322322170,549.29
ge10,All,inactive,5892,292136,91571095143923,5951,292136,91571095143923,112.45
ge10,All,never_spent,132147,603984,1135646466830024,35178,36644,175948548491293,15.69
ge10,Other,active,1,180332,262129512381,0,0,0,0.00
ge10,Other,all,1,180332,262129512381,0,0,0,0.00
ge10,P2PK,active,1,21607,2134771600,2,21607,2134771600,7.85
ge10,P2PK,all,35183,56792,175960758869408,35185,56791,175960758869408,23.55
ge10,P2PK,inactive,7,7,22364000000,8,7,22364000000,0.02
ge10,P2PK,never_spent,35175,35178,175936260097808,35175,35177,175936260097808,15.68
ge10,P2PKH,active,6258,769029,131179869205247,6259,769029,131179869205247,294.82
ge10,P2PKH,all,77195,1521198,908317588410047,13701,1054507,205607661649051,405.94
ge10,P2PKH,inactive,5618,284011,74415504050319,5620,284011,74415504050319,109.04
ge10,P2PKH,never_spent,65319,468158,702722215154481,1822,1467,12288393485,2.08
ge10,P2SH,active,4304,283386,156929416356510,4373,283386,156929416356510,118.30
ge10,P2SH,all,35366,391120,419658613322853,4698,291502,174060843591010,121.70
ge10,P2SH,inactive,266,8116,17131427234500,325,8116,17131427234500,3.40
ge10,P2SH,never_spent,30796,99618,245597769731843,0,0,0,0.00
ge10,P2WPKH,active,19,349,226834185338,19,349,226834185338,0.05
ge10,P2WPKH,all,837,1327,11267814275371,20,351,228634044442,0.05
ge10,P2WPKH,inactive,1,2,1799859104,1,2,1799859104,0.00
ge10,P2WPKH,never_spent,817,976,11039180230929,0,0,0,0.00
ge10,P2WSH,active,12,1267,561424168259,20,1267,561424168259,0.15
ge10,P2WSH,all,52,1321,912465783222,20,1267,561424168259,0.15
ge10,P2WSH,never_spent,40,54,351041614963,0,0,0,0.00
ge100,All,active,1984,485657,264307928625042,2026,305325,264045799112661,122.07
ge100,All,all,16586,765741,1079735782221567,2975,399700,342581969858838,158.34
ge100,All,inactive,904,94349,77511549746177,924,94349,77511549746177,36.23
ge100,All,never_spent,13698,185735,737916303850348,25,26,1024621000000,0.04
ge100,Other,active,1,180332,262129512381,0,0,0,0.00
ge100,Other,all,1,180332,262129512381,0,0,0,0.00
ge100,P2PK,all,24,26,1024621000000,25,26,1024621000000,0.04
ge100,P2PK,never_spent,24,26,1024621000000,25,26,1024621000000,0.04
ge100,P2PKH,active,1146,148756,116681912741458,1146,148756,116681912741458,57.03
ge100,P2PKH,all,11936,407769,731050297387376,2000,241102,177619641792269,92.47
ge100,P2PKH,inactive,831,92346,60937729050811,831,92346,60937729050811,35.41
ge100,P2PKH,never_spent,9959,166667,553430655595107,23,0,0,0.04
ge100,P2SH,active,825,155291,146630558858354,862,155291,146630558858354,64.90
ge100,P2SH,all,4521,176169,337242376238408,955,157294,163204379553720,65.73
ge100,P2SH,inactive,73,2003,16573820695366,93,2003,16573820695366,0.83
ge100,P2SH,never_spent,3623,18875,174037996684688,0,0,0,0.00
ge100,P2WPKH,active,3,20,191050567856,3,20,191050567856,0.00
ge100,P2WPKH,all,81,165,9339129429013,3,20,191050567856,0.00
ge100,P2WPKH,never_spent,78,145,9148078861157,0,0,0,0.00
ge100,P2WSH,active,9,1258,542276944993,15,1258,542276944993,0.14
ge100,P2WSH,all,23,1280,817228654389,15,1258,542276944993,0.14
ge100,P2WSH,never_spent,14,22,274951709396,0,0,0,0.00
ge1000,All,active,341,339211,218497934210224,353,158879,218235804697843,64.72
ge1000,All,all,1773,502237,707439241642823,468,209896,274202898849725,84.29
ge1000,All,inactive,114,51016,55643777151882,114,51016,55643777151882,19.56
ge1000,All,never_spent,1318,112010,433297530280717,1,1,323317000000,0.00
ge1000,Other,active,1,180332,262129512381,0,0,0,0.00
ge1000,Other,all,1,180332,262129512381,0,0,0,0.00
ge1000,P2PK,all,1,1,323317000000,1,1,323317000000,0.00
ge1000,P2PK,never_spent,1,1,323317000000,1,1,323317000000,0.00
ge1000,P2PKH,active,162,55444,90109812927651,162,55444,90109812927651,21.24
ge1000,P2PKH,all,1241,215133,461763387889168,263,105936,131349899690568,40.59
ge1000,P2PKH,inactive,100,50492,41240086762917,100,50492,41240086762917,19.34
ge1000,P2PKH,never_spent,979,109197,330413488198600,1,0,0,0.00
ge1000,P2SH,active,177,103423,127938396251837,190,103423,127938396251837,43.48
ge1000,P2SH,all,518,106715,237239121520496,204,103947,142342086640802,43.70
ge1000,P2SH,inactive,14,524,14403690388965,14,524,14403690388965,0.22
ge1000,P2SH,never_spent,327,2768,94897034879694,0,0,0,0.00
ge1000,P2WPKH,all,11,44,7663690202423,0,0,0,0.00
ge1000,P2WPKH,never_spent,11,44,7663690202423,0,0,0,0.00
ge1000,P2WSH,active,1,12,187595518355,1,12,187595518355,0.00
ge1000,P2WSH,all,1,12,187595518355,1,12,187595518355,0.00
