balance_filter,script_type_filter,spend_activity_filter,pubkey_count,utxo_count,supply_sats,exposed_pubkey_count,exposed_utxo_count,exposed_supply_sats,estimated_migration_blocks
all,All,active,981098,14035157,251252746628108,981199,13858271,250990321046656,5402.19
all,All,all,7550377,34818365,1524996113307233,2219684,18784574,551524994514016,7341.80
all,All,inactive,897936,4564533,117760683661224,897969,4564533,117760683661224,1787.21
all,All,never_spent,5671343,16218675,1155982683017901,340516,361770,182773989806136,152.40
all,Other,active,269,177834,262694621944,269,948,269040492,0.37
all,Other,all,298362,494166,265597523875,298366,317280,3171942423,134.35
all,Other,inactive,68,117,183032804,68,117,183032804,0.05
all,Other,never_spent,298025,316215,2719869127,298029,316215,2719869127,133.93
all,P2PK,active,7,20,29228915,11,20,29228915,0.01
all,P2PK,all,39905,41526,182714742923297,39934,41525,182714742923297,16.79
all,P2PK,inactive,100,1406,57774967121,112,1406,57774967121,0.52
all,P2PK,never_spent,39798,40100,182656938727261,39811,40099,182656938727261,16.27
all,P2PKH,active,869366,12444236,150981273196458,869367,12444236,150981273196458,4803.53
all,P2PKH,all,6703243,32157201,1189729324439464,1769261,17001576,267078188897112,6587.68
all,P2PKH,inactive,895298,4551884,115982584490906,895303,4551884,115982584490906,1781.87
all,P2PKH,never_spent,4938579,15161081,922765466752100,4591,5456,114331209748,2.29
all,P2SH,active,111456,1413067,100008749580791,111556,1413067,100008749580791,598.29
all,P2SH,all,508867,2125472,152286448420597,114059,1424193,101728890751184,603.07
all,P2SH,inactive,2470,11126,1720141170393,2503,11126,1720141170393,4.78
all,P2SH,never_spent,394941,701279,50557557669413,0,0,0,0.00
ge1,All,active,61734,2043224,246164491115150,61835,1866338,245902065533698,724.45
ge1,All,all,512217,4853413,1495338649924444,137508,3066359,543975061994140,1187.21
ge1,All,inactive,38967,1161619,115325568855902,39000,1161619,115325568855902,446.44
ge1,All,never_spent,411516,1648570,1133848589953392,36673,38402,182747427604540,16.32
ge1,Other,active,2,176892,262627886042,2,6,202304590,0.00
ge1,Other,all,5,176896,263023595683,9,10,598014231,0.00
ge1,Other,never_spent,3,4,395709641,7,4,395709641,0.00
ge1,P2PK,all,36641,37933,182695583874633,36670,37932,182695583874633,16.89
ge1,P2PK,inactive,14,1217,57391046083,26,1217,57391046083,0.34
ge1,P2PK,never_spent,36627,36716,182638192828550,36640,36715,182638192828550,16.30
ge1,P2PKH,active,55647,1681064,146251955932046,55648,1681064,146251955932046,646.44
ge1,P2PKH,all,456164,4426825,1161156363861703,96423,2841070,259913982124511,1094.27
ge1,P2PKH,inactive,38829,1158323,113553187126116,38834,1158323,113553187126116,445.62
ge1,P2PKH,never_spent,361688,1587438,901351220803541,1941,1683,108839066349,2.21
ge1,P2SH,active,6085,185268,99649907297062,6185,185268,99649907297062,78.00
ge1,P2SH,all,19407,211759,151223678592425,6342,187347,101364897980765,78.83
ge1,P2SH,inactive,124,2079,1714990683703,157,2079,1714990683703,0.82
ge1,P2SH,never_spent,13198,24412,49858780611660,0,0,0,0.00
