balance_filter,script_type_filter,spend_activity_filter,pubkey_count,utxo_count,supply_sats,exposed_pubkey_count,exposed_utxo_count,exposed_supply_sats,estimated_migration_blocks
all,All,active,2743564,43400351,335121497313036,2743564,43400351,335121497313036,5049.75
all,All,all,58590050,165062020,2001234178021490,16027558,102530344,692149493634433,22650.77
all,All,inactive,7865636,50056569,170113917438143,7865636,50056569,170113917438143,6789.56
all,All,never_spent,47980850,71605100,1495998763270311,5418358,9073424,186914078883254,10811.46
all,Other,active,294,515,2047500,294,515,2047500,0.09
all,Other,all,2456669,2680411,268827878755,2396934,2423039,6034098151,471.75
all,Other,inactive,2206,4203,465735293,2206,4203,465735293,0.74
all,Other,never_spent,2454169,2675693,268360095962,2394434,2418321,5566315358,470.92
all,P2PK,active,3,20,145000,3,20,145000,0.00
all,P2PK,all,37671,44642,171636957807589,37671,44641,171631957807589,4.96
all,P2PK,inactive,330,6939,23708222160,330,6939,23708222160,0.77
all,P2PK,never_spent,37338,37683,171613249440429,37338,37682,171608249440429,4.18
all,P2PKH,active,351637,3652679,40384340127018,351637,3652679,40384340127018,701.31
all,P2PKH,all,21506829,44990120,466557320984110,4107262,17973658,119919420000778,8638.10
all,P2PKH,inactive,3716945,14145124,79467295951483,3716945,14145124,79467295951483,2715.86
all,P2PKH,never_spent,17438247,27192317,346705684905609,38680,175855,67783922277,5220.92
all,P2SH,active,212000,1890561,68323820232407,212000,1890561,68323820232407,332.74
all,P2SH,all,6288051,12249140,395597427262320,1159722,5732831,127160085011901,2155.85
all,P2SH,inactive,947722,3842270,58836264779494,947722,3842270,58836264779494,676.24
all,P2SH,never_spent,5128329,6516309,268437342250419,0,0,0,1146.87
all,P2TR,active,761004,25994540,4834282864788,761004,25994540,4834282864788,2677.44
all,P2TR,all,4817799,54509350,20556459723490,4817799,54509350,20556459723490,5614.46
all,P2TR,inactive,1115748,22085310,542894930417,1115748,22085310,542894930417,2274.79
all,P2TR,never_spent,2941047,6429500,15179281928285,2941047,6429500,15179281928285,662.24
all,P2WPKH,active,1371487,11602165,160262224392798,1371487,11602165,160262224392798,1299.44
all,P2WPKH,all,22337343,47892394,810175976220023,3421594,21473095,184022218754518,5363.95
all,P2WPKH,inactive,2043248,9858864,23706797084815,2043248,9858864,23706797084815,1104.19
all,P2WPKH,never_spent,18922608,26431365,626206954742410,6859,12066,53197276905,2960.31
