balance_filter,script_type_filter,spend_activity_filter,pubkey_count,utxo_count,supply_sats,exposed_pubkey_count,exposed_utxo_count,exposed_supply_sats,estimated_migration_blocks
all,All,active,2756626,43827605,334702935875198,2756626,43827605,334702935875198,5093.71
all,All,all,58455186,165083300,2000732615533143,16006446,102715520,690765341955240,22651.58
all,All,inactive,7833090,49682563,169445237471590,7833090,49682563,169445237471590,6749.31
all,All,never_spent,47865470,71573132,1496584442186355,5416730,9205352,186617168608452,10808.56
all,Other,active,294,515,2047500,294,515,2047500,0.09
all,Other,all,2454191,2677879,268826085206,2394952,2421009,6032557751,471.31
all,Other,inactive,2206,4203,465735293,2206,4203,465735293,0.74
all,Other,never_spent,2451691,2673161,268358302413,2392452,2416291,5564774958,470.48
all,P2PK,active,3,20,145000,3,20,145000,0.00
all,P2PK,all,37671,44642,171636957807589,37671,44641,171631957807589,4.96
all,P2PK,inactive,330,6939,23708222160,330,6939,23708222160,0.77
all,P2PK,never_spent,37338,37683,171613249440429,37338,37682,171608249440429,4.18
all,P2PKH,active,354299,3617672,40282744827397,354299,3617672,40282744827397,694.59
all,P2PKH,all,21506125,44986447,467368189694430,4108380,17936862,120074326240201,8637.40
all,P2PKH,inactive,3715412,14143470,79723813632486,3715412,14143470,79723813632486,2715.55
all,P2PKH,never_spent,17436414,27225305,347361631234547,38669,175720,67767780318,5227.26
all,P2SH,active,214309,1915972,67491504044364,214309,1915972,67491504044364,337.21
all,P2SH,all,6296523,12268956,394202438967361,1160272,5745254,126462265372855,2159.34
all,P2SH,inactive,945963,3829282,58970761328491,945963,3829282,58970761328491,673.95
all,P2SH,never_spent,5136251,6523702,267740173594506,0,0,0,1148.17
all,P2TR,active,769664,26314566,4724066624654,769664,26314566,4724066624654,2710.40
all,P2TR,all,4814722,54666419,20146002092224,4814722,54666419,20146002092224,5630.64
all,P2TR,inactive,1103651,21788292,541140776804,1103651,21788292,541140776804,2244.19
all,P2TR,never_spent,2941407,6563561,14880794690766,2941407,6563561,14880794690766,676.05
all,P2WPKH,active,1370612,11714507,160417611968579,1370612,11714507,160417611968579,1312.02
all,P2WPKH,all,22203249,47769255,810660426470632,3403917,21525089,183091221498991,5350.16
all,P2WPKH,inactive,2026441,9798484,22618817608431,2026441,9798484,22618817608431,1097.43
all,P2WPKH,never_spent,18806196,26256264,627623996893622,6864,12098,54791921981,2940.70
all,P2WSH,active,47445,264353,61787006217704,47445,264353,61787006217704,39.39
all,P2WSH,all,1142705,2669702,136449774415701,86532,376246,69353536385629,397.79
all,P2WSH,inactive,39087,111893,7566530167925,39087,111893,7566530167925,16.67
